advertiser_id,advertiser_name,Creative_Type,creative_id,creative_name,raw OCR,Creative_Message,Size,CTA,joy_score,sorrow_score,surprise_score,label_score,label_detection,Assets,Background_Color,Product,# of products,Material,Person,Audience,Theme
5993807,David Yurman,IMAGE,73934171,PureForm_300X1050_Bracelets_Multi.jpg,DAV ID Y UR MAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,300x1050,EXPLORE PURE FORM,NA,NA,NA,0.950860322,Bangle,Bracelet,White,Bracelet,5,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934173,PureForm_336X280_Bracelets_Gold Smooth.jpg,DAVID YURMAN,DAVID YURMAN,336x280,N/A,NA,NA,NA,0.907660663,"Body jewelry ,Jewellery ,Fashion accessory",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934176,PureForm_900x540_Bracelets_Gold Cable.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,900x540,EXPLORE PURE FORM,NA,NA,NA,0.908287704,Ring,Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934177,PureForm_970x250_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,970x250,EXPLORE PURE FORM,NA,NA,NA,0.914643466,"Text ,Product",Bracelet,White,Bracelet,3,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934453,PureForm_1140x380_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,1140x380,EXPLORE PURE FORM,NA,NA,NA,0.870419919,"Product ,Fashion accessory",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934454,PureForm_160X600_Bracelets_Gold Cable.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,160x600,EXPLORE PURE FORM,NA,NA,NA,0.899963394,"Bangle ,Bracelet ,Jewellery ,Fashion accessory",Bracelet,White,Bracelet,1,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934455,PureForm_160X600_Bracelets_Multi.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,160x600,EXPLORE PURE FORM,NA,NA,NA,0.934011181,"Bangle ,Jewellery ,Fashion accessory",Bracelet,White,Bracelet,1,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934456,PureForm_300X250_Bracelets_Gold Cable.jpg,DAVID YURMAN,DAVID YURMAN,300x250,N/A,NA,NA,NA,0.872348875,"Ring ,Jewellery ,Fashion accessory ,Wedding ring",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934457,PureForm_336X280_Bracelets_Gold Cable.jpg,DAVID YURMAN,DAVID YURMAN,336x280,N/A,NA,NA,NA,0.852588773,"Jewellery ,Fashion accessory",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934460,PureForm_690x230_Bracelets_Gold Cable.jpg,าก DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,690x230,EXPLORE PURE FORM,NA,NA,NA,0.852404207,"Text ,Fashion accessory",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934558,PureForm_160X600_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,160x600,EXPLORE PURE FORM,NA,NA,NA,0.907510146,"Bangle ,Body jewelry ,Fashion accessory ,Jewellery",Bracelet,White,Bracelet,1,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934560,PureForm_300X250_Bracelets_Gold Smooth.jpg,DAVID YURMAN,DAVID YURMAN,300x250,N/A,NA,NA,NA,0.881235093,"Body jewelry ,Bangle",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934561,PureForm_300X600_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,300x600,EXPLORE PURE FORM,NA,NA,NA,0.894933363,"Bangle ,Jewellery ,Fashion accessory",Bracelet,White,Bracelet,3,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934562,PureForm_300x50_Logo.jpg,DAVID YURMAN,DAVID YURMAN,300x50,N/A,NA,NA,NA,0.970797956,"Text ,Font",Logo,White,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,73934563,PureForm_320x50_Logo.jpg,DAVID YURMAN,DAVID YURMAN,320x50,N/A,NA,NA,NA,0.971513748,"Text ,Font",Logo,White,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,73934564,PureForm_600X750_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,600x750,EXPLORE PURE FORM,NA,NA,NA,0.869291961,Text,Bracelet,White,Bracelet,5+,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934565,PureForm_900x300_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,900x300,EXPLORE PURE FORM,NA,NA,NA,0.881994039,"Product ,Text",Bracelet,White,Bracelet,5+,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934566,PureForm_970x250_Bracelets_Gold Cable (1).jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,970x250,EXPLORE PURE FORM,NA,NA,NA,0.852487862,Text,Bracelet,White,Bracelet,3,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934744,PureForm_300X1050_Bracelets_Gold Cable.jpg,DAVID Y UR MAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,300x1050,EXPLORE PURE FORM,NA,NA,NA,0.870772719,Bangle,Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934745,PureForm_300X1050_Bracelets_Gold Smooth.jpg,DAV ID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,300x1050,EXPLORE PURE FORM,NA,NA,NA,0.891639948,"Bangle ,Fashion accessory ,Jewellery",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934868,PureForm_300X600_Bracelets_Multi.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,300x600,EXPLORE PURE FORM,NA,NA,NA,0.895764753,"Bangle ,Fashion accessory ,Jewellery ,Metal",Bracelet,White,Bracelet,5,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934869,PureForm_480x60_Bracelets_Multi.jpg,DAVID YURMAN,DAVID YURMAN,480x60,N/A,NA,NA,NA,0.963997722,"Text ,Font",Bracelet,White,Bracelet,2,Silver,N,Women,Product
5993807,David Yurman,IMAGE,73934872,PureForm_900x540_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,900x540,EXPLORE PURE FORM,NA,NA,NA,0.898307145,"Keychain ,Fashion accessory",Spiral Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934873,PureForm_970x90_Bracelets_Multi.jpg,DAVID YURMAN,DAVID YURMAN,970x90,N/A,NA,NA,NA,0.94304955,"White ,Black ,Text",Bracelet,White,Bracelet,2,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934956,PureForm_690x230_Bracelets_Gold Smooth.jpg,DAVID YURMAN EXPLORE PURE FORM,DAVID YURMAN EXPLORE PURE FORM,690x230,EXPLORE PURE FORM,NA,NA,NA,0.891460285,"Text ,Fashion accessory ,Product ,Jewellery",Spiral Bracelet,White,Bracelet,3,"Silver, Gold",N,Women,Product
5993807,David Yurman,IMAGE,73934957,PureForm_728x90_Bracelets_Multi.jpg,DAV ID Y URMAN,DAVID YURMAN EXPLORE,728x90,EXPLORE,NA,NA,NA,0.925080438,"Text ,Font ,Logo",Logo,White,Bracelet,N/A,Silver,N,Women,Product
5993807,David Yurman,IMAGE,75309572,FW16_STAXCAMPAIGN_970X90_LOGO.jpg,DAVID YURMAN,DAVID YURMAN,970x90,N/A,NA,NA,NA,0.967383504,"Text ,Font",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75310651,FW16_STAXCAMPAIGN_300X50_LOGO.jpg,DAVID YURMAN,DAVID YURMAN,300x50,N/A,NA,NA,NA,0.967891306,"Text ,Font",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75310652,FW16_STAXCAMPAIGN_728x90_LOGO.jpg,DAVID YURMAN,DAVID YURMAN,728x90,N/A,NA,NA,NA,0.947621748,"Text ,Font ,Black ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75310772,FW16_STAXCAMPAIGN_300x1050_NATHALIA.jpg,DAVID Y URMAN,DAVID YURMAN,300x1050,N/A,1,1,1,0.924984396,"Bracelet ,Jewellery ,Bangle ,Fashion accessory",Bracelet,White,"Bracelet, Ring",2,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75310773,FW16_STAXCAMPAIGN_970X250_NATHALIA.jpg,DAVID YURMAN,DAVID YURMAN,970x250,N/A,1,1,1,0.902035654,"Skin ,Arm ,Bracelet","Female Model, Bracelet, Ring, Necklace",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75311122,FW16_STAXCAMPAIGN_300x600_NATHALIA.jpg,DAVID YURMAN,DAVID YURMAN,300x600,N/A,1,1,1,0.927373833,"Hair ,Face ,Skin ,Bracelet ,Beauty ,Blond ,Arm ,Eyebrow ,Bangle","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,Gold,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75311243,FW16_STAXCAMPAIGN_300x250_NATHALIA.jpg,DAVID YURMAN,DAVID YURMAN,300x250,N/A,1,1,1,0.907892689,"Skin ,Eyebrow ,Beauty ,Nose","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,Gold,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75311533,FW16_STAXCAMPAIGN_160x600_NATHALIA.jpg,DAVID YURMAN,DAVID YURMAN,160x600,N/A,1,1,1,0.907278943,"Bracelet ,Jewellery ,Fashion accessory ,Bangle ,Arm",Bracelet,White,"Bracelet, Ring",1,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75311534,FW16_STAXCAMPAIGN_320x50_LOGO.jpg,DAVID YURMAN,DAVID YURMAN,320x50,N/A,NA,NA,NA,0.965265175,"Text ,Font ,Black",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75311712,FW16_STAXCAMPAIGN_300x600_NATHALIA+BABY.jpg,DAVID YURMAN,DAVID YURMAN,300x600,N/A,1,1,1,0.908605039,Leg,"Female Model, Baby, Ring, Bracelet",White,"Bracelet, Ring",5+,"Gold, Silver, Diamond",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75338155,FW16_STAXCAMPAIGN_970X90_LOGO.jpg (copy),DAVID YURMAN,DAVID YURMAN,970x90,N/A,NA,NA,NA,0.967383504,"Text ,Font",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75338156,FW16_STAXCAMPAIGN_300X50_LOGO.jpg (copy),DAVID YURMAN,DAVID YURMAN,300x50,N/A,NA,NA,NA,0.967891306,"Text ,Font",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75338157,FW16_STAXCAMPAIGN_728x90_LOGO.jpg (copy),DAVID YURMAN,DAVID YURMAN,728x90,N/A,NA,NA,NA,0.947621748,"Text ,Font ,Black ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75338158,FW16_STAXCAMPAIGN_300x1050_NATHALIA.jpg (copy),DAVID Y URMAN,DAVID YURMAN,300x1050,N/A,1,1,1,0.924984396,"Bracelet ,Jewellery ,Bangle ,Fashion accessory",Bracelet,White,"Bracelet, Ring",2,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75338159,FW16_STAXCAMPAIGN_970X250_NATHALIA.jpg (copy),DAVID YURMAN,DAVID YURMAN,970x250,N/A,1,1,1,0.902035654,"Skin ,Arm ,Bracelet","Female Model, Bracelet, Ring, Necklace",Tan,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75338160,FW16_STAXCAMPAIGN_300x600_NATHALIA.jpg (copy),DAVID YURMAN,DAVID YURMAN,300x600,N/A,1,1,1,0.927373833,"Hair ,Face ,Skin ,Bracelet ,Beauty ,Blond ,Arm ,Eyebrow ,Bangle","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75338161,FW16_STAXCAMPAIGN_300x250_NATHALIA.jpg (copy),DAVID YURMAN,DAVID YURMAN,300x250,N/A,1,1,1,0.907892689,"Skin ,Eyebrow ,Beauty ,Nose","Female Model, Bracelet, Ring, Necklace",Tan,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75338163,FW16_STAXCAMPAIGN_160x600_NATHALIA.jpg (copy),DAVID YURMAN,DAVID YURMAN,160x600,N/A,1,1,1,0.907278943,"Bracelet ,Jewellery ,Fashion accessory ,Bangle ,Arm",Bracelet,White,"Bracelet, Ring",1,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75338165,FW16_STAXCAMPAIGN_320x50_LOGO.jpg (copy),DAVID YURMAN,DAVID YURMAN,320x50,N/A,NA,NA,NA,0.965265175,"Text ,Font ,Black",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75338166,FW16_STAXCAMPAIGN_300x600_NATHALIA+BABY.jpg (copy),DAVID YURMAN,DAVID YURMAN,300x600,N/A,1,1,1,0.908605039,Leg,"Female Model, Baby, Ring, Bracelet",White,"Bracelet, Ring",5+,"Gold, Silver, Diamond",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75394845,FW16_STAXCAMPAIGN_640x480_Nathalia,DAVID YURMAN,DAVID YURMAN,640x480,N/A,1,1,1,0.904227708,"Hair ,Skin ,Beauty ,Eyebrow ,Bracelet ,Jewellery ,Lip","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,Gold,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75396042,FW16_STAXCAMPAIGN_480x70_Logo,DAVID YURMAN,DAVID YURMAN,480x70,N/A,NA,NA,NA,0.929817677,"Text ,Font ,Logo",Logo,Black,N/A,5+,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75396470,FW16_STAXCAMPAIGN_690x230_NATHALIA,DAVID YURMAN,DAVID YURMAN,690x230,N/A,1,1,1,0.914623996,"Skin ,Product ,Beauty","Baby, Dress, Bracelet, Ring",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75397433,FW16_STAXCAMPAIGN_600x750_NATHALIA,DAV ID Y URMAN,DAVID YURMAN,600x750,N/A,1,1,1,0.908858493,"Hair ,Beauty ,Skin ,Lady","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75397434,FW16_STAXCAMPAIGN_768x432_Nathalia,DAVID YURMAN,DAVID YURMAN,768x432,N/A,1,1,1,0.903780401,"Skin ,Beauty ,Eyebrow","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75397708,FW16_STAXCAMPAIGN_320x480_Nathalia,DAVID YURMAN,DAVID YURMAN,320x480,N/A,1,1,1,0.906790892,"Hair ,Skin ,Beauty ,Eyebrow ,Lady ,Arm","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75397709,FW16_STAXCAMPAIGN_640x480_Nathalia+Baby,嗄. DAVID YURMAN,DAVID YURMAN,640x480,N/A,1,1,1,0.889142752,"Child ,Skin","Baby, Dress, Bracelet, Ring",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75397802,FW16_STAXCAMPAIGN_320x480_Nathalia + Baby,DAVID YURMAN,DAVID YURMAN,320x480,N/A,1,1,1,0.91058898,"Product ,Child ,Baby","Baby, Dress, Bracelet, Ring",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75397803,FW16_STAXCAMPAIGN_600x750_NATHALIA+BABY,DAVID YURMAN,DAVID YURMAN,600x750,N/A,1,1,1,0.906269825,"Child ,Product ,Baby ,Toddler ,Mother","Female Model, Baby, Ring, Bracelet",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75445791,FW16_STAXCAMPAIGN_690x230_NATHALIA (copy),DAVID YURMAN,DAVID YURMAN,690x230,N/A,1,1,1,0.914623996,"Skin ,Product ,Beauty","Female Model, Baby, Ring, Bracelet",Tan,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75445793,FW16_STAXCAMPAIGN_600x750_NATHALIA (copy),DAV ID Y URMAN,DAVID YURMAN,600x750,N/A,1,1,1,0.908858493,"Hair ,Beauty ,Skin ,Lady","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75448136,FW16_STAXCAMPAIGN_600x750_NATHALIA+BABY (copy),DAVID YURMAN,DAVID YURMAN,600x750,N/A,1,1,1,0.906269825,"Child ,Product ,Baby ,Toddler ,Mother","Female Model, Baby, Ring, Bracelet",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75450504,FW16_STAXCAMPAIGN_640x480_Nathalia+Baby (copy),嗄. DAVID YURMAN,DAVID YURMAN,640x480,N/A,1,1,1,0.889142752,"Child ,Skin","Baby, Dress, Bracelet, Ring",White,"Bracelet, Ring",5+,"Gold, Silver, Diamond",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75470686,FW16_STAXCAMPAIGN_1920x520_Nathalia,DAVID YURMAN,DAVID YURMAN,1920x520,N/A,1,1,1,0.902750393,"Skin ,Arm ,Bracelet","Female Model, Bracelet, Ring, Necklace",White,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75471160,FW16_STAXCAMPAIGN_630x630_NATHALIA+BABY,DAVID YURMAN,DAVID YURMAN,630x630,N/A,1,1,1,0.898768932,"Child ,Baby","Baby, Dress, Bracelet, Ring",White,"Bracelet, Ring",5+,"Gold, Silver, Diamond",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75471233,FW16_STAXCAMPAIGN_630x630_NATHALIA+BABY (copy),DAVID YURMAN,DAVID YURMAN,630x630,N/A,1,1,1,0.898768932,"Child ,Baby","Female Model, Baby, Ring, Bracelet",Tan,"Bracelet, Ring",5+,"Gold, Silver, Diamond",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75472157,FW16_STAXCAMPAIGN_630x630_NATHALIA,DAV ID Y URMAN,DAVID YURMAN EXPLORE,630x630,EXPLORE,1,1,1,0.899830605,"Hair ,Skin ,Beauty ,Eyebrow ,Bracelet ,Arm ,Lady","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75479191,FW16_STAXCAMPAIGN_630x630_NATHALIA (copy),DAV ID Y URMAN,DAVID YURMAN EXPLORE,630x630,EXPLORE,1,1,1,0.899830605,"Hair ,Skin ,Beauty ,Eyebrow ,Bracelet ,Arm ,Lady","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75480747,FW16_STAXCAMPAIGN_480x70_Logo (copy),DAVID YURMAN,DAVID YURMAN,480x70,N/A,NA,NA,NA,0.929817677,"Text ,Font ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75484136,FW16_STAXCAMPAIGN_1920x520_Nathalia (copy),DAVID YURMAN,DAVID YURMAN,1920x520,N/A,1,1,1,0.902750393,"Skin ,Arm ,Bracelet","Female Model, Bracelet, Ring, Necklace",Tan,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75492385,FW16_STAXCAMPAIGN_320x480_Nathalia (copy),DAVID YURMAN,DAVID YURMAN,320x480,N/A,1,1,1,0.906790892,"Hair ,Skin ,Beauty ,Eyebrow ,Lady ,Arm","Female Model, Bracelet, Ring, Earring",Tan,"Bracelet, Earring, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75492386,FW16_STAXCAMPAIGN_320x480_Nathalia + Baby (copy),DAVID YURMAN,DAVID YURMAN,320x480,N/A,1,1,1,0.91058898,"Product ,Child ,Baby","Female Model, Baby, Ring, Bracelet",Tan,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75494004,FW16_STAXCAMPAIGN_768x432_Nathalia (copy),DAVID YURMAN,DAVID YURMAN,768x432,N/A,1,1,1,0.903780401,"Skin ,Beauty ,Eyebrow","Female Model, Bracelet, Ring, Necklace",Tan,"Bracelet, Ring",5+,"Silver, Gold",Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75574296,Copy of FW16_STAXCAMPAIGN_300x60_Logo_2,DAVID YURMAN,DAVID YURMAN,300x60,N/A,NA,NA,NA,0.934267282,"Text ,Font ,Black ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75576504,FW16_STAXCAMPAIGN_300x60_Logo_2,DAVID YURMAN,DAVID YURMAN,300x60,N/A,NA,NA,NA,0.934267282,"Text ,Font ,Black ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75950465,FW16_DANCEATHON_630x630_PureForm_A,DAVID YURMAN,DAVID YURMAN,630x630,N/A,5,1,1,0.94943738,Clothing,"Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75950466,FW16_DANCEATHON_690x230_PureForm_B_v2,DAVID YURMAN,DAVID YURMAN,690x230,N/A,5,1,1,0.884734094,"Shoulder ,Arm","Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75950467,FW16_DANCEATHON_728x90_Logo_v1,DAVID YURMAN,DAVID YURMAN,728x90,N/A,NA,NA,NA,0.949938178,"Text ,Font ,Black ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75950468,FW16_DANCEATHON_970X250_PureForm_B,DAVID YUR MAN,DAVID YURMAN DISCOVER,970x250,DISCOVER,5,1,1,0.882272124,"Arm ,Skin","Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951045,FW16_DANCEATHON_300X50_Logo,DAVID YURMAN,DAVID YURMAN,300x50,N/A,NA,NA,NA,0.972571403,"Text ,Font",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75951046,FW16_DANCEATHON_320x480_PureForm_A,DAVID YURMAN,DAVID YURMAN,320x480,N/A,5,1,1,0.941968143,Clothing,"Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951047,FW16_DANCEATHON_320x480_PureForm_B,DAVID YURMAN,DAVID YURMAN,320x480,N/A,NA,NA,NA,0.944385767,Facial expression,"Female Model, Bracelet, Necklace, Earring",Green,"Bracelet, Necklace, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951475,FW16_DANCEATHON_300x60_Logo,DAVID YUR MAN,DAVID YURMAN DISCOVER,300x60,DISCOVER,NA,NA,NA,0.944400966,"Text ,Font ,Black ,Logo",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75951476,FW16_DANCEATHON_600x750_PureForm_B,DAVID YURMAN,DAVID YURMAN,600x750,N/A,5,1,1,0.889949858,"Abdomen ,Skin","Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951538,FW16_DANCEATHON_630x630_PureForm_B,DAVID YUR MAN,DAVID YURMAN DISCOVER,630x630,DISCOVER,5,1,1,0.86450692,"Abdomen ,Skin ,Beauty","Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951623,FW16_DANCEATHON_300x1050_PureForm_A,DAVID YURMAN,DAVID YURMAN,300x1050,N/A,5,1,1,0.961167455,Clothing,"Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951624,FW16_DANCEATHON_300x600_PureForm_A,DAVID YURMAN,DAVID YURMAN,300x600,N/A,5,1,1,0.896155119,"Clothing ,Crop top ,Neck","Female Model, Bracelet, Ring, Necklace",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951625,FW16_DANCEATHON_320x50,DAVID YUR MAN,DAVID YURMAN DISCOVER,320x50,DISCOVER,NA,NA,NA,0.971680284,"Text ,Font",Logo,Black,N/A,N/A,N/A,N,ALL,Other
5993807,David Yurman,IMAGE,75951710,FW16_DANCEATHON_160x600_PureForm_A,DAVID YURMAN,DAVID YURMAN,160x600,N/A,5,1,1,0.902172208,"Clothing ,Dress","Female Model, Necklace, Bracelet, Earring, Black Dress",Green,"Necklace, Bracelet, Ring, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951711,FW16_DANCEATHON_300x250_PureForm_B,DAVID YURMAN,DAVID YURMAN,300x250,N/A,5,1,1,0.944385767,Facial expression,"Female Model, Bracelet, Necklace, Earring",Green,"Bracelet, Necklace, Earring",5+,Silver,Y,Women,Lifestyle
5993807,David Yurman,IMAGE,75951712,FW16_DANCEATHON_600x750_PureForm_A,DAVID YURMAN,DAVID YURMAN,600x750,N/A,5,1,1,0.908712387,"Clothing ,Neck","Female Model, Silver Necklace, Bracelet, Ring, Black Dress",Green,"Necklace, Bracelet, Ring",5+,Silver,Y,Women,Lifestyle
