Week,Partner,Campaign.Name,Campaign_Type,CTA,Creative_Message,Product,Audience,Theme,Background Color,Material,Person,Size,Product_Count,OCR_Accuracy,Imp,Visits,CTR,IVR,CPR
11/11/2018,XAXIS,DAV_HLD_418 (Men's Holiday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,Off Black,"Silver, Gold",N,728x90,2,1,28056,15,0.000855432,0.533333333,Inf
11/11/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,455,2,0.004395604,0,NA
11/11/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,6493,26,0.004928384,0.5,Inf
12/2/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,879,9,0.005688282,0.444444444,Inf
11/25/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,757,7,0.00660502,0.285714286,Inf
11/4/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,2662,29,0.009015778,0.379310345,Inf
11/18/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,774,6,0.006459948,0.833333333,Inf
12/9/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,991,3,0.004036327,1,Inf
12/16/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Gem",N,1300x287,4,1,2731,7,0.003661662,0.285714286,Inf
12/2/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,50702,10,0.000532523,0.4,Inf
12/23/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,22491,5,0.000889245,0.6,Inf
11/18/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,45475,12,0.000593733,0.333333333,Inf
11/11/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,23984,9,0.000833889,0.444444444,Inf
12/9/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,55895,18,0.000876644,0.222222222,Inf
12/30/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,2589,0,0.000772499,NA,0.005891315
12/16/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,50792,34,0.001181288,0.176470588,Inf
11/25/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Men,Product,White,"Silver, Gem",N,160x600,1,1,22146,6,0.000496704,0.333333333,Inf
11/4/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1457,2,0.002059025,0.5,Inf
11/25/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,57185,42,0.001468917,0.404761905,Inf
2/3/2019,XAXIS,DAV_VAL_318 (Womens Vday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,248235,0,0.001047395,NA,Inf
12/30/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,3049,10,0.001311906,0.4,Inf
3/17/2019,XAXIS,DAV_SPR_DIG_200_201 (Spring 2019),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,466,0,0.002145923,NA,NA
11/11/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,4478,8,0.00223314,0.375,Inf
11/18/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1716,0,0.001165501,NA,Inf
11/4/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,238,1,0.004201681,0,Inf
11/18/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1128,0,0.000886525,NA,Inf
12/16/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,793,6,0.002522068,0.166666667,Inf
1/27/2019,COVETEUR,DAV_VAL_318 (Womens Vday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,2119,0,0.005191128,NA,Inf
12/16/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,254,0,0,NA,NA
12/9/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,491,0,0,NA,Inf
12/16/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,197347,188,0.001662047,0.292553191,0.358199524
11/11/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,2658,1,0.001504891,1,Inf
11/25/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,952,3,0.005252101,0.666666667,Inf
4/7/2019,XAXIS,DAV_SPR_DIG_200_201 (Spring 2019),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,52658,0,0.001310342,NA,NA
3/17/2019,WHO WHAT WEAR,DAV_SPR_DIG_200_201 (Spring 2019),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,964,0,0.003112033,NA,Inf
12/9/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,3350,3,0.00119403,1,Inf
2/3/2019,COVETEUR,DAV_VAL_318 (Womens Vday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,3642,0,0.001372872,NA,Inf
12/2/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,3900,5,0.001282051,0.8,Inf
12/23/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,697,0,0,NA,Inf
11/11/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,21109,23,0.001468568,0.304347826,Inf
11/25/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,4088,12,0.002935421,0.666666667,Inf
2/10/2019,COVETEUR,DAV_VAL_318 (Womens Vday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,2655,0,0.003013183,NA,Inf
11/18/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1810,0,0.001104972,NA,NA
12/2/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1250,2,0.0032,0.5,Inf
12/9/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,812,1,0.001231527,0,Inf
12/16/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,5780,27,0.002595156,0.259259259,Inf
12/9/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,186333,155,0.001615388,0.283870968,Inf
12/2/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,3747,0,0.000800641,NA,Inf
12/23/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1213,2,0.002473207,1,Inf
2/10/2019,XAXIS,DAV_VAL_318 (Womens Vday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,495668,0,0.000948215,NA,Inf
12/23/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,230,0,0,NA,NA
12/23/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,248,0,0,NA,NA
11/25/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1649,0,0.001212856,NA,NA
12/2/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,153315,144,0.001611062,0.305555556,Inf
12/2/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,4385,0,0.001140251,NA,NA
12/16/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,273,0,0,NA,NA
11/25/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1708,0,0.00058548,NA,Inf
3/31/2019,XAXIS,DAV_SPR_DIG_200_201 (Spring 2019),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,12877,0,0.00178613,NA,NA
1/27/2019,XAXIS,DAV_VAL_318 (Womens Vday),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,8200,0,0.000609756,NA,Inf
12/23/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,67663,54,0.001670041,0.166666667,Inf
3/24/2019,WHO WHAT WEAR,DAV_SPR_DIG_200_201 (Spring 2019),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,1740,0,0.001149425,NA,Inf
12/9/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,755,0,0,NA,NA
11/18/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,4502,9,0.002221235,0.777777778,Inf
11/18/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,Hard Color,"Silver, Diamond, Gem",N,300x600,3,1,89790,53,0.001514645,0.301886792,Inf
12/2/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,25559,0,0.000273876,NA,Inf
11/25/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,8530,0,0.000117233,NA,Inf
12/9/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,4606,0,0.000434216,NA,NA
12/2/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,17578,0,0.000341336,NA,NA
11/4/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,941,0,0,NA,Inf
12/9/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,8776,1,0.000227894,1,Inf
11/18/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,3209,1,0.000311624,1,0.021721333
12/16/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,7933,17,0.000630279,0.058823529,Inf
12/23/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,2560,0,0,NA,Inf
12/30/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,1686,0,0,NA,Inf
12/30/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,143,0,0,NA,NA
12/23/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,1379,0,0.001450326,NA,NA
12/9/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,4339,4,0.000691404,0.5,Inf
12/2/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,4791,0,0,NA,Inf
11/11/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,6920,0,0.000722543,NA,Inf
12/2/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,7968,4,0.00062751,0.5,Inf
11/25/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,7329,3,0.000409333,1,Inf
11/11/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,10656,1,0.000656907,1,Inf
11/11/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,49762,17,0.000723444,0.470588235,Inf
11/25/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,45394,15,0.001145526,0.4,Inf
12/9/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,115278,38,0.000884818,0.289473684,Inf
12/23/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,32165,26,0.002207368,0.269230769,Inf
11/18/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,8790,0,0.000796359,NA,Inf
12/16/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,101635,46,0.001141339,0.347826087,Inf
11/18/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,9931,5,0.000503474,0.6,Inf
11/25/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,8541,0,0.000585412,NA,NA
11/18/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,68890,30,0.001074176,0.2,Inf
11/25/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,3003,1,0.000333,0,Inf
12/9/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,3356,0,0.000297974,NA,Inf
11/18/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,8638,0,0.000578838,NA,NA
12/30/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,156,0,0,NA,NA
12/23/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,1340,0,0,NA,NA
12/16/2018,SPON,Default Campaign,Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,2175,0,0,NA,NA
12/16/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,1741,7,0.000574383,0,Inf
12/16/2018,SPON,2018_DYM_COR_Clique_Women's_Program,Performance,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,3380,0,0.000295858,NA,NA
12/2/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,74724,42,0.001485467,0.261904762,Inf
11/4/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,2834,4,0.000352858,0,Inf
12/23/2018,GOOP,DAV_HLD_318 (INCREMENTAL),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Ring,Women,Product,White,"Silver, Gold, Gem",N,728x90,3,1,1067,0,0,NA,Inf
12/23/2018,XAXIS,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Diamond, Gem",N,300x600,4,0.833333333,66471,50,0.001429195,0.2,Inf
11/18/2018,GOOP,DAV_HOL_218 (Women's Holdiay),Brand,SHOP HOLIDAY GIFTS,DAVID YURMAN SHOP HOLIDAY GIFTS,Necklace,Women / Atlanta,Product,White,"Gold, Diamond, Gem",N,300x600,4,0.833333333,4391,6,0.001821908,0.833333333,Inf
