Week,Partner,Campaign,CTA,Creative_Message,Product,Audience,Theme,Background_Color,Material,Person,Size,Campaign_Type,Creative_Audience,Product_Count,Imp,Clicks,LP_Conversions,Visits,I_Visits,Orders,Revenue
1/1/2017,BRIDES.COM,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x250,Brand,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,BRIDES.COM,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,Brand,Wedding,2,0,0,NA,0,0,0,0
1/1/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,970x90,Brand,Women,3,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Necklace,Women,Product,White,"Silver, Stone",N,160x600,Brand,Women,3,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,160x600,Brand,Women,5+,6,0,NA,0,0,1,1400
1/1/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring",Women,Lifestyle,Black / White,Gold,Y,970x250,Brand,Women,2,8,2,NA,0,0,2,1010
1/1/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,970x250,Brand,Women,5+,6,0,NA,0,0,1,795
1/1/2017,WHO WHAT WEAR,DAV_WED_101,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,320x50,Brand,General,N/A,2,0,NA,0,0,0,0
1/1/2017,NYMAG.COM,NA,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x250,NA,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x250,Brand,Wedding,3,1,0,NA,0,0,6,4695
1/1/2017,WHO WHAT WEAR,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x250,Brand,Wedding,3,2,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,970x250,NA,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x600,NA,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x600,Brand,Wedding,3,1,0,NA,0,0,0,0
1/1/2017,NYMAG.COM,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,Brand,Wedding,2,0,0,NA,0,0,0,0
1/1/2017,WHO WHAT WEAR,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,Brand,Wedding,2,3,0,NA,0,0,0,0
1/1/2017,NYMAG.COM,NA,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,NA,Wedding,2,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,Brand,Wedding,2,1,0,NA,0,0,6,4200
1/1/2017,NYMAG.COM,NA,N/A,DAVID YURMAN,N/A,ALL,Other,White,N/A,N,970x90,NA,General,N/A,0,0,NA,0,0,0,0
1/1/2017,BRIDES.COM,NA,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x600,NA,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,NYMAG.COM,NA,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x600,NA,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,728x90,Brand,Wedding,3,0,0,NA,0,0,2,7125
1/1/2017,NYMAG.COM,NA,N/A,DAVID YURMAN,N/A,ALL,Other,White,N/A,N,320x100,NA,General,N/A,0,0,NA,0,0,0,0
1/1/2017,NYMAG.COM,NA,N/A,DAVID YURMAN,N/A,ALL,Other,White,N/A,N,480x60,NA,General,N/A,0,0,NA,0,0,0,0
1/1/2017,WHO WHAT WEAR,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,320x480,Brand,Wedding,2,3,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,160x600,Brand,Wedding,2,3,0,NA,0,0,1,1750
1/1/2017,GQ.COM,NA,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,300x50,NA,General,N/A,0,0,NA,0,0,1,2400
1/1/2017,CONDE NAST DIGITAL,NA,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,300x50,NA,General,N/A,0,0,NA,0,0,0,0
1/1/2017,FORBES.COM,NA,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,300x50,NA,General,N/A,0,0,NA,0,0,0,0
1/1/2017,STYLECASTER,NA,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,320x50,NA,General,N/A,0,0,NA,0,0,1,1600
1/1/2017,XAXIS,DAV_HOL_100,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,320x50,Brand,General,N/A,1,0,NA,0,0,0,0
1/1/2017,GQ.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,NA,Women,1,0,0,NA,0,0,0,0
1/1/2017,YOUTUBE.COM,Dav_hol_300,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,Brand,Women,1,28,5,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,NA,Women,1,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,Brand,Women,1,9,2,NA,0,0,1,1450
1/1/2017,FORBES.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,NA,Women,1,0,0,NA,0,0,1,350
1/1/2017,HEARST NETWORK,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,Brand,Women,1,6,1,NA,0,0,0,0
1/1/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,Brand,Women,1,4,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,Brand,Women,5+,2,1,NA,0,0,1,695
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,Brand,Women,5+,8,1,NA,0,0,1,295
1/1/2017,STYLECASTER,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,Brand,Women,5+,2,1,NA,0,0,0,0
1/1/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,Brand,Women,5+,7,0,NA,0,0,1,1775
1/1/2017,YOUTUBE.COM,Dav_hol_300,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,Brand,Women,5+,22,4,NA,0,0,0,0
1/1/2017,FORBES.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,NA,Women,5+,0,0,NA,0,0,1,395
1/1/2017,GQ.COM,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,Brand,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring, Necklace",Women,Lifestyle,Light Gray,Gold,Y,300x1050,Brand,Women,5+,2,1,NA,0,0,0,0
1/1/2017,HEARST NETWORK,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,970x90,Brand,Women,3,2,0,NA,0,0,0,0
1/1/2017,STYLECASTER,NA,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,NA,Women,3,0,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,DAV_HOL_100,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,Brand,Women,3,3,0,NA,0,0,2,2300
1/1/2017,YOUTUBE.COM,Dav_hol_300,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,Brand,Women,3,2,1,NA,0,0,0,0
1/1/2017,XAXIS,DAV_HOL_100,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,Brand,Women,3,2,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,NA,Women,3,0,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,NA,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,NA,Women,3,0,0,NA,0,0,0,0
1/1/2017,GQ.COM,DAV_HOL_100,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,Bracelet,Women,Product,White,"Silver, Gem",N,300x250,Brand,Women,3,3,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,Gold,N,970x90,Brand,Women,4,2,0,NA,0,0,0,0
1/1/2017,STYLECASTER,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,Brand,Women,1,2,2,NA,0,0,0,0
1/1/2017,GQ.COM,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Earring,Women,Lifestyle,White / Blue,Gold,Y,300x600,Brand,Women,1,0,0,NA,0,0,0,0
1/1/2017,GQ.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring",Women,Lifestyle,Black / White,Gold,Y,970x250,Brand,Women,2,10,4,NA,0,0,0,0
1/1/2017,FORBES.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,728x90,NA,Women,3,0,0,NA,0,0,1,125
1/1/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,728x90,Brand,Women,3,1,0,NA,0,0,0,0
1/1/2017,GQ.COM,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,728x90,Brand,Women,3,0,0,NA,0,0,0,0
1/1/2017,STYLECASTER,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,728x90,Brand,Women,3,2,0,NA,0,0,0,0
1/1/2017,YOUTUBE.COM,Dav_hol_300,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,Brand,Women,5+,1,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,DAV_HOL_100,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,Brand,Women,5+,5,0,NA,0,0,1,450
1/1/2017,GQ.COM,DAV_HOL_100,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,Brand,Women,5+,3,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_HOL_100,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,Brand,Women,5+,2,0,NA,0,0,4,3390
1/1/2017,CONDE NAST DIGITAL,NA,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,STYLECASTER,NA,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,970x250,Brand,Women,5+,6,1,NA,0,0,0,0
1/1/2017,YOUTUBE.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Necklace,Women,Product,White,"Silver, Stone",N,160x600,NA,Women,3,0,0,NA,0,0,0,0
1/1/2017,WHO WHAT WEAR,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,800x600,Brand,Wedding,2,2,0,NA,0,0,0,0
1/1/2017,WHO WHAT WEAR,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x600,Brand,Wedding,3,4,0,NA,0,0,0,0
1/1/2017,STYLECASTER,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring",Women,Lifestyle,Black / White,Gold,Y,970x250,NA,Women,2,0,0,NA,0,0,0,0
1/1/2017,GQ.COM,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,728x90,NA,Women,3,0,0,NA,0,0,0,0
1/1/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,Gold,N,970x90,Brand,Women,4,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x250,NA,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gold, Diamond",N,900x300,Brand,Women,5+,1,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Earring, Ring",Women,Lifestyle,Black / Light Pink,"Silver, Bead",Y,300x1050,Brand,Women,5+,1,1,NA,0,0,0,0
1/1/2017,STYLECASTER,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,NA,N/A,DAVID YURMAN THE GIFT OF LOVE AND LIGHT,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x250,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring, Necklace",Women,Lifestyle,Black / White,Gold,Y,1140x380,Brand,Women,5+,1,1,NA,0,0,0,0
1/1/2017,STYLECASTER,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,970x250,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Earring,Women,Product,Green,"Gold, Diamond, Gem",N,970x250,Brand,Women,2,4,1,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Necklace,Women,Product,Green,"Sterling silver, Bead, Stone",N,970x90,Brand,Women,2,4,1,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,SHOP GIFTS,DAVID YURMAN SHOP GIFTS,"Necklace, Ring",Women,Product,Green,"Gold, Stone, Bead",N,970x250,Brand,Women,2,4,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Ring,Women,Product,Green,"Gold, Stone, Bead",N,160x600,Brand,Women,5,37910,22,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Necklace,Women,Product,Green,"Silver, Gold, Diamond",N,300x600,Brand,Women,1,17203,22,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,EXPLORE,DAVID YURMAN EXPLORE,Ring,Women,Product,Green,"Gold, Diamond, Gem",N,300x250,Brand,Women,5,173484,254,NA,0,0,0,0
1/1/2017,NYMAG.COM,NA,N/A,DAVID YURMAN,N/A,ALL,Other,White,N/A,N,728x90,NA,General,N/A,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,NA,Wedding,2,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,300x600,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring, Necklace",Women,Lifestyle,Light Gray,Gold,Y,300x1050,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring, Necklace",Women,Lifestyle,Black / White,Gold,Y,1140x380,NA,Women,5+,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,728x90,Brand,Women,3,0,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,320x50,Brand,General,N/A,578459,763,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,N/A,DAVID YURMAN,N/A,ALL,Other,Black,N/A,N,300x50,Brand,General,N/A,47145,76,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Necklace,Women,Product,Green,"Sterling silver, Bead, Stone",N,728x90,Brand,Women,2,172221,48,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Ring,Women,Product,Green,"Gold, Diamond, Gem",N,300x600,Brand,Women,5+,17136,15,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,"Necklace, Bracelet",Women,Product,Green,"Silver, Gold, Turquoise",N,300x250,Brand,Women,3,173513,217,NA,0,0,1,285
1/1/2017,WHO WHAT WEAR,DAV_WED_101,N/A,DAVID YURMAN,N/A,ALL,Other,White,N/A,N,728x90,Brand,General,N/A,2,0,NA,0,0,0,0
1/1/2017,WHO WHAT WEAR,DAV_WED_101,EXPLORE THE WEDDING COLLECTION,DAVID YURMAN BEYOND PERFECT EXPLORE THE WEDDING COLLECTION,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,970x250,Brand,Wedding,3,3,0,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Necklace,Women,Product,Green,"Silver, Gold, Diamond",N,160x600,Brand,Women,1,37878,31,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,SHOP GIFTS,DAVID YURMAN SHOP GIFTS,N/A,ALL,Other,Black,N/A,N,300x50,Brand,General,N/A,46880,85,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Bracelet,Women,Product,Green,"Gold, Stone, Bead",N,160x600,Brand,Women,2,37987,18,NA,0,0,0,0
1/1/2017,XAXIS,DAV_RST_100,DISCOVER WEDDING,DAVID YURMAN DISCOVER WEDDING,"Necklace, Bracelet",Women,Product,Green,"Silver, Gold, Turquoise",N,970x250,Brand,Women,3,1,0,NA,0,0,0,0
1/1/2017,NYMAG.COM,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gold, Diamond",N,300x250,Brand,Wedding,3,0,0,NA,0,0,0,0
1/1/2017,HEARST NETWORK,NA,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,Gold,N,970x90,NA,Women,4,0,0,NA,0,0,0,0
1/1/2017,CONDE NAST DIGITAL,DAV_STX_100_Stax Launch_OCT07-NOV14,N/A,DAVID YURMAN,"Necklace, Bracelet, Ring, Earring",Women,Lifestyle,Green,Silver,Y,300x600,Brand,Women,5+,1,0,NA,0,0,0,0
1/8/2017,BRIDES.COM,DAV_WED_101,N/A,DAVID YURMAN,Ring,Wedding,Product,White,"Silver, Gem",N,300x250,Brand,Wedding,2,1,0,NA,0,0,0,0
1/8/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Bracelet,Women,Product,White,"Silver, Gem",N,970x90,Brand,Women,3,0,0,NA,0,0,0,0
1/8/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,Necklace,Women,Product,White,"Silver, Stone",N,160x600,Brand,Women,3,1,0,NA,0,0,1,295
1/8/2017,XAXIS,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,160x600,Brand,Women,5+,1,0,NA,0,0,4,3190
1/8/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Bracelet, Ring",Women,Lifestyle,Black / White,Gold,Y,970x250,Brand,Women,2,1,0,NA,0,0,0,0
1/8/2017,NEW YORK TIMES DIGIT,DAV_HOL_100,SHOP NOW,DAVID YURMAN THE GIFT OF LOVE AND LIGHT SHOP NOW,"Necklace, Bracelet, Ring",Women,Lifestyle,White,Gold,Y,970x250,Brand,Women,5+,4,0,NA,0,0,1,395
1/8/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Necklace,Women,Product,Green,"Silver, Gold, Diamond",N,300x600,Brand,Women,1,56130,47,NA,0,0,0,0
1/8/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,Ring,Women,Product,Green,"Gold, Diamond, Gem",N,300x600,Brand,Women,5+,55924,40,NA,0,0,0,0
1/8/2017,XAXIS,DAV_RST_100,EXPLORE,DAVID YURMAN EXPLORE,Ring,Women,Product,Green,"Gold, Diamond, Gem",N,300x250,Brand,Women,5,95963,181,NA,0,0,2,1200
1/8/2017,XAXIS,DAV_RST_100,DISCOVER,DAVID YURMAN DISCOVER,"Necklace, Bracelet",Women,Product,Green,"Silver, Gold, Turquoise",N,300x250,Brand,Women,3,96487,177,NA,0,0,3,1275
